Specie,Enzyme,EC number,Target sugar,Description,Status,Source ID (NCBI)
Coleofasciculus sp. G3-WIS-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G3-WIS-01],🟢 Confirmed,WP_446367450.1
Coleofasciculus sp. G3-WIS-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G3-WIS-01],🟢 Confirmed,WP_446366914.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446366194.1
Coleofasciculus sp. G3-WIS-01,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 31 protein [Coleofasciculus sp. G3-WIS-01],🟢 Confirmed,WP_446363889.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446362971.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446362240.1
Coleofasciculus sp. G2-EDA-02,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. G2-EDA-02]",🟢 Confirmed,WP_446360819.1
Coleofasciculus sp. G2-EDA-02,alpha-amylase,3.2.1.1,starch,alpha amylase C-terminal domain-containing protein [Coleofasciculus sp. G2-EDA-02],🟢 Confirmed,WP_446360105.1
Coleofasciculus sp. G2-EDA-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G2-EDA-02],🟢 Confirmed,WP_446359515.1
Coleofasciculus sp. G2-EDA-02,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp. G2-EDA-02],🟢 Confirmed,WP_446359156.1
Coleofasciculus sp. G2-EDA-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G2-EDA-02],🟢 Confirmed,WP_446358121.1
Coleofasciculus sp. A1-SPW-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. A1-SPW-01],🟢 Confirmed,WP_446357904.1
Coleofasciculus sp. G2-EDA-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G2-EDA-02],🟢 Confirmed,WP_446357290.1
Coleofasciculus sp. A1-SPW-01,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. A1-SPW-01]",🟢 Confirmed,WP_446356927.1
Coleofasciculus sp. G2-EDA-02,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 31 protein [Coleofasciculus sp. G2-EDA-02],🟢 Confirmed,WP_446356497.1
Coleofasciculus sp. A1-SPW-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. A1-SPW-01],🟢 Confirmed,WP_446354652.1
Coleofasciculus sp. A1-SPW-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. A1-SPW-01],🟢 Confirmed,WP_446354311.1
Coleofasciculus sp. A1-SPW-01,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp. A1-SPW-01],🟢 Confirmed,WP_446352323.1
Coleofasciculus sp. A1-SPW-01,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. A1-SPW-01],🟢 Confirmed,WP_446352192.1
Coleofasciculus sp. F4-SAH-05,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. F4-SAH-05],🟢 Confirmed,WP_446351283.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446349504.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446348737.1
Coleofasciculus sp. F4-SAH-05,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. F4-SAH-05],🟢 Confirmed,WP_446347895.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446347784.1
Coleofasciculus sp. F4-SAH-05,alpha-amylase,3.2.1.1,starch,alpha-amylase [Coleofasciculus sp. F4-SAH-05],🟢 Confirmed,WP_446347483.1
Coleofasciculus sp. F4-SAH-05,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. F4-SAH-05],🟢 Confirmed,WP_446347240.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446347199.1
Coleofasciculus sp. F4-SAH-05,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Coleofasciculus sp. F4-SAH-05],🟢 Confirmed,WP_446346223.1
Coleofasciculus sp. F4-SAH-05,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. F4-SAH-05]",🟢 Confirmed,WP_446344547.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446344106.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446343258.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446343256.1
Coleofasciculus chthonoplastes,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446343152.1
Coleofasciculus sp. G1-WW12-02,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Coleofasciculus sp. G1-WW12-02]",🟢 Confirmed,WP_446336128.1
Coleofasciculus sp. G1-WW12-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G1-WW12-02],🟢 Confirmed,WP_446335867.1
Coleofasciculus sp. G1-WW12-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G1-WW12-02],🟢 Confirmed,WP_446335595.1
Coleofasciculus sp. G1-WW12-02,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Coleofasciculus sp. G1-WW12-02],🟢 Confirmed,WP_446335452.1
Coleofasciculus sp. G1-WW12-02,alpha-amylase,3.2.1.1,starch,alpha amylase C-terminal domain-containing protein [Coleofasciculus sp. G1-WW12-02],🟢 Confirmed,WP_446335218.1
Coleofasciculus sp. G1-WW12-02,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Coleofasciculus sp. G1-WW12-02],🟢 Confirmed,WP_446334372.1
Acaryochloris marina,alpha-amylase,3.2.1.1,starch,alpha-amylase [Acaryochloris marina],🟢 Confirmed,WP_446076049.1
Leptodesmis sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptodesmis sp.],🟢 Confirmed,WP_445928096.1
Leptodesmis sp.,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Leptodesmis sp.]",🟢 Confirmed,WP_445927078.1
Leptodesmis sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptodesmis sp.],🟢 Confirmed,WP_445925805.1
Leptodesmis sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptodesmis sp.],🟢 Confirmed,WP_445925479.1
Leptodesmis sp.,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Leptodesmis sp.],🟢 Confirmed,WP_445925188.1
Lyngbya aestuarii,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Lyngbya aestuarii],🟢 Confirmed,WP_445105407.1
Lyngbya aestuarii,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Lyngbya aestuarii],🟢 Confirmed,WP_445105257.1
Lyngbya aestuarii,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Lyngbya aestuarii],🟢 Confirmed,WP_445104855.1
Lyngbya aestuarii,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Lyngbya aestuarii]",🟢 Confirmed,WP_445102755.1
Lyngbya aestuarii,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Lyngbya aestuarii],🟢 Confirmed,WP_445102417.1
Lyngbya aestuarii,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 13 protein [Lyngbya aestuarii],🟢 Confirmed,WP_445102145.1
Lyngbya aestuarii,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Lyngbya aestuarii],🟢 Confirmed,WP_445101148.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114161],🟢 Confirmed,WP_445638736.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114161],🟢 Confirmed,WP_445637582.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Nostoc sp. DSM 114161],🟢 Confirmed,WP_445637106.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Nostoc sp. DSM 114161]",🟢 Confirmed,WP_445636346.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114161],🟢 Confirmed,WP_445634751.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114161],🟢 Confirmed,WP_445634252.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114161],🟢 Confirmed,WP_445633787.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 31 protein [Nostoc sp. DSM 114161],🟢 Confirmed,WP_445633785.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114161],🟢 Confirmed,WP_445632641.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114167],🟢 Confirmed,WP_445631375.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114167],🟢 Confirmed,WP_445630886.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Nostoc sp. DSM 114167]",🟢 Confirmed,WP_445630503.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114167],🟢 Confirmed,WP_445630492.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Nostoc sp. DSM 114167],🟢 Confirmed,WP_445629640.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114167],🟢 Confirmed,WP_445628247.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Nostoc sp. DSM 114167],🟢 Confirmed,WP_445626204.1
cyanobacterium endosymbiont of Rhopalodia sterrenbergii,alpha-amylase,3.2.1.1,starch,MAG: alpha-amylase family glycosyl hydrolase [cyanobacterium endosymbiont of Rhopalodia sterrenbergii],🟢 Confirmed,YAI82829.1
Limnospira platensis CENA597,alpha-amylase,3.2.1.1,starch,alpha-amylase [Limnospira platensis CENA597],🟢 Confirmed,XUE22849.1
Limnospira platensis CENA597,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Limnospira platensis CENA597],🟢 Confirmed,XUE22408.1
Kamptonema formosum,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Kamptonema formosum],🟢 Confirmed,WP_232731620.1
Kamptonema formosum,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Kamptonema formosum],🟢 Confirmed,WP_017721370.1
Kamptonema formosum,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Kamptonema formosum],🟢 Confirmed,WP_017720387.1
Kamptonema formosum,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 13 protein [Kamptonema formosum],🟢 Confirmed,WP_017720276.1
Kamptonema formosum,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Kamptonema formosum],🟢 Confirmed,WP_017717339.1
Kamptonema formosum,alpha-amylase,3.2.1.1,starch,glycoside hydrolase [Kamptonema formosum],🟢 Confirmed,WP_017716275.1
Kamptonema formosum,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Kamptonema formosum]",🟢 Confirmed,WP_017715184.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,Alpha-amylase [Nostoc sp. DSM 114161],🟢 Confirmed,YAG17206.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,Alpha-amylase [Nostoc sp. DSM 114161],🟢 Confirmed,YAG16652.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114161],🟢 Confirmed,YAG16133.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,Alpha-amylase [Nostoc sp. DSM 114161],🟢 Confirmed,YAG15346.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,Alpha-amylase [Nostoc sp. DSM 114161],🟢 Confirmed,YAG15228.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114161],🟢 Confirmed,YAG14841.1
Nostoc sp. DSM 114161,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114161],🟢 Confirmed,YAG13397.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114167],🟢 Confirmed,YAG09833.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,alpha-amylase [Nostoc sp. DSM 114167],🟢 Confirmed,YAG09526.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,Alpha-amylase [Nostoc sp. DSM 114167],🟢 Confirmed,YAG07496.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,Alpha-amylase [Nostoc sp. DSM 114167],🟢 Confirmed,YAG07413.1
Nostoc sp. DSM 114167,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Nostoc sp. DSM 114167],🟢 Confirmed,YAG06592.1
Nodularia sp. CChRGM 3473,alpha-amylase,3.2.1.1,starch,MAG: alpha-amylase family glycosyl hydrolase [Nodularia sp. CChRGM 3473],🟢 Confirmed,YAF96834.1
Nodularia sp. CChRGM 3473,alpha-amylase,3.2.1.1,starch,MAG: alpha-amylase [Nodularia sp. CChRGM 3473],🟢 Confirmed,YAF96287.1
Nodularia sp. CChRGM 3473,alpha-amylase,3.2.1.1,starch,MAG: alpha-amylase family glycosyl hydrolase [Nodularia sp. CChRGM 3473],🟢 Confirmed,YAF94987.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_445243520.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_445243519.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_445242252.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Egbenema bharatensis],🟢 Confirmed,WP_416676363.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,early set domain-containing protein [Egbenema bharatensis],🟢 Confirmed,WP_416676362.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,"1,4-alpha-glucan branching enzyme [Egbenema bharatensis]",🟢 Confirmed,WP_416676276.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 13 protein [Egbenema bharatensis],🟢 Confirmed,WP_416675063.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Egbenema bharatensis],🟢 Confirmed,WP_416674940.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,glycoside hydrolase family 57 protein [Egbenema bharatensis],🟢 Confirmed,WP_416673846.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Egbenema bharatensis],🟢 Confirmed,WP_416673002.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,glycoside hydrolase [Egbenema bharatensis],🟢 Confirmed,WP_416672853.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,hypothetical protein [Egbenema bharatensis],🟡 Probable/Hypothetical,WP_416672635.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,alpha-amylase family protein [Egbenema bharatensis],🟢 Confirmed,WP_416672610.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,galactose oxidase-like domain-containing protein [Egbenema bharatensis],🟢 Confirmed,WP_416670615.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,alpha-amylase family glycosyl hydrolase [Egbenema bharatensis],🟢 Confirmed,WP_416669819.1
Egbenema bharatensis,alpha-amylase,3.2.1.1,starch,alpha-amylase [Egbenema bharatensis],🟢 Confirmed,WP_416668442.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Microcoleus]",🟢 Confirmed,WP_333413445.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Microcoleus],🟢 Confirmed,WP_333349952.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Microcoleus]",🟢 Confirmed,WP_333349853.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha amylase C-terminal domain-containing protein [unclassified Microcoleus],🟢 Confirmed,WP_333348042.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family protein [unclassified Microcoleus],🟢 Confirmed,WP_333345333.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family protein [unclassified Microcoleus],🟢 Confirmed,WP_333333299.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333326213.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Microcoleus]",🟢 Confirmed,WP_333324931.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333324916.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Microcoleus],🟢 Confirmed,WP_333324791.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333314888.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Microcoleus],🟢 Confirmed,WP_333314275.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Microcoleus],🟢 Confirmed,WP_333287632.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family protein [unclassified Microcoleus],🟢 Confirmed,WP_333231729.1
Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [Microcoleus],🟢 Confirmed,WP_333217046.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Microcoleus],🟢 Confirmed,WP_333202321.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Microcoleus]",🟢 Confirmed,WP_333182878.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Microcoleus]",🟢 Confirmed,WP_333161495.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family protein [unclassified Microcoleus],🟢 Confirmed,WP_333160324.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Microcoleus]",🟢 Confirmed,WP_333108107.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Microcoleus],🟢 Confirmed,WP_333107205.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha amylase C-terminal domain-containing protein [unclassified Microcoleus],🟢 Confirmed,WP_333104669.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333104659.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333104571.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Microcoleus]",🟢 Confirmed,WP_333079571.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Microcoleus],🟢 Confirmed,WP_333075309.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333075241.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333075234.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family protein [unclassified Microcoleus],🟢 Confirmed,WP_333074776.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase [unclassified Microcoleus],🟢 Confirmed,WP_333072807.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333072743.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333070171.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,MULTISPECIES: alpha-amylase family glycosyl hydrolase [unclassified Microcoleus],🟢 Confirmed,WP_333070162.1
unclassified Microcoleus,alpha-amylase,3.2.1.1,starch,"MULTISPECIES: 1,4-alpha-glucan branching enzyme [unclassified Microcoleus]",🟢 Confirmed,WP_333070096.1
